obs_id,quality_pred
id_000181,5.2042406923632365
id_000182,5.184676307723223
id_000183,4.951324691310476
id_000184,5.077074492469796
id_000185,5.047130834280797
id_000186,5.617650005970788
id_000187,5.297082525216036
id_000188,5.024806269740737
id_000189,5.099497020564636
id_000190,5.119065093869384
id_000191,5.198808543860746
id_000192,5.618598660843249
id_000193,5.042660735122412
id_000194,5.303394165656363
id_000195,5.303394165656363
id_000196,5.043491944671758
id_000197,5.43505157011264
id_000198,6.0841586791081586
id_000199,6.095586503866836
id_000200,5.069046950635757
id_000201,5.990894875579227
id_000202,5.591404468603394
id_000203,5.530963766818742
id_000204,5.364762260997434
id_000205,5.34315377737595
id_000206,6.137379371805152
id_000207,6.137379371805152
id_000208,5.117249067935348
id_000209,5.397709399038181
id_000210,6.193604407934835
id_000211,6.374712066639447
id_000212,5.131701358240366
id_000213,5.7617083710297265
id_000214,5.44451330256937
id_000215,5.0633604422145595
id_000216,5.744416324822823
id_000217,5.5191647973496805
id_000218,4.949362038233516
id_000219,5.4700214394760724
id_000220,5.225520778035833
id_000221,5.6267158984206995
id_000222,5.20338624146433
id_000223,5.313537849952307
id_000224,5.1626390163513065
id_000225,5.2989498808609135
id_000226,5.846166887359941
id_000227,5.714848210189425
id_000228,4.99216494989902
id_000229,5.846166887359941
id_000230,5.636368355479667
id_000231,6.259958055994934
id_000232,5.650469638632011
id_000233,5.6306779310992425
id_000234,5.636368355479667
id_000235,4.494668432663327
id_000236,5.025881460886183
id_000237,5.025881460886183
id_000238,5.054628448465347
id_000239,5.025881460886183
id_000240,4.494668432663327
id_000241,5.120785058312327
id_000242,5.901354199916667
id_000243,5.166279498656365
id_000244,6.000188450255574
id_000245,6.000188450255574
id_000246,5.420645307459721
id_000247,5.013571390838131
id_000248,5.039113576199651
id_000249,5.3503606790434795
id_000250,5.420645307459721
id_000251,5.866965620327186
id_000252,5.385436024981976
id_000253,5.80889697957521
id_000254,4.840319131152906
id_000255,5.385436024981976
id_000256,5.1391994719966645
id_000257,5.50040427274514
id_000258,5.027635633030238
id_000259,5.404143908421482
id_000260,5.958582329111979
id_000261,5.638466472693881
id_000262,4.6466548661060445
id_000263,5.54267162986985
id_000264,5.607995063973978
id_000265,5.712003456057406
id_000266,6.183622464806173
id_000267,4.91717951577302
id_000268,6.60086823967214
id_000269,5.479832431436826
id_000270,6.281949090773789
id_000271,5.843273509630857
id_000272,6.281949090773789
id_000273,5.832771593112299
id_000274,5.042117990577969
id_000275,5.291190221967011
id_000276,5.843273509630857
id_000277,5.479832431436826
id_000278,6.281949090773789
id_000279,6.825363379078444
id_000280,5.929392813335319
id_000281,5.895467511086744
id_000282,5.948595244874925
id_000283,5.235883835793966
id_000284,5.929392813335319
id_000285,5.340737804213571
id_000286,5.340737804213571
id_000287,5.688681118110353
id_000288,5.896085104417915
id_000289,5.816748749770812
id_000290,5.519354461701919
id_000291,5.816748749770812
id_000292,6.091731901953219
id_000293,5.4511473344745465
id_000294,5.730767527454414
id_000295,5.625577837910984
id_000296,5.1599233384527725
id_000297,4.95912437228821
id_000298,5.232812256538974
id_000299,5.206348142960609
id_000300,5.1602407717692556
id_000301,5.700609879919903
id_000302,6.120522676474982
id_000303,5.190691421511017
id_000304,5.0635741634583535
id_000305,4.819855755441773
id_000306,5.072484984895138
id_000307,5.073091485188834
id_000308,5.333652193621291
id_000309,5.3063285669803095
id_000310,5.611457495999517
id_000311,5.072484984895138
id_000312,5.210654480899132
id_000313,5.370466921193868
id_000314,5.295711740782932
id_000315,6.052329152721525
id_000316,6.052609206320616
id_000317,5.420152794608744
id_000318,5.242131563516507
id_000319,5.713334017105152
id_000320,5.242131563516507
id_000321,5.713334017105152
id_000322,5.1124508706883836
id_000323,5.113647374020662
id_000324,5.340902696828366
id_000325,5.536542436927882
id_000326,5.536542436927882
id_000327,5.987417502060046
id_000328,6.2450471634089695
id_000329,5.8185279067146665
id_000330,5.463250007206974
id_000331,6.323539903837837
id_000332,6.323539903837837
id_000333,5.085902326479974
id_000334,5.627335955965064
id_000335,5.881607433645731
id_000336,5.910860250059304
id_000337,6.515246484726519
id_000338,5.709559643210267
id_000339,6.003851614857101
id_000340,6.235034809029943
id_000341,5.860208029628539
id_000342,6.221468903434721
id_000343,5.739593183704831
id_000344,5.739593183704831
id_000345,5.499485192340032
id_000346,5.411285483625885
id_000347,5.993233009304779
id_000348,6.339541604088884
id_000349,5.5586460742988395
id_000350,5.0091206681294995
id_000351,5.368986108862377
id_000352,4.971516009592464
id_000353,5.102599451192494
id_000354,6.244856937187207
id_000355,6.603582320492872
id_000356,6.002323761987846
id_000357,6.0677958823425575
id_000358,6.259137317132079
id_000359,5.793739743301965
id_000360,5.536023815871634
id_000361,4.9443523679160295
id_000362,5.733699589792857
id_000363,5.249158306497013
id_000364,5.7388342019575624
id_000365,5.296033909446332
id_000366,6.318459180829172
id_000367,5.296033909446332
id_000368,5.025912180668766
id_000369,5.374191734097455
id_000370,6.75543085256088
id_000371,5.285277294490727
id_000372,5.733309778662985
id_000373,6.371541306054049
id_000374,5.087456947470449
id_000375,5.844771754223273
id_000376,6.056300400860306
id_000377,6.101893708293857
id_000378,6.75543085256088
id_000379,6.510137349474346
id_000380,5.814125550185349
id_000381,5.741018211612758
id_000382,5.652068007041242
id_000383,5.741018211612758
id_000384,5.741018211612758
id_000385,5.318737158217149
id_000386,5.260867760663109
id_000387,5.272301252754702
id_000388,5.115636523204258
id_000389,5.387243752055949
id_000390,5.674965352228951
id_000391,6.05813097442221
id_000392,5.652068007041242
id_000393,5.399385928437894
id_000394,4.784820724663267
id_000395,5.219517912031293
id_000396,6.382055798454234
id_000397,5.297629490045744
id_000398,5.623731023677895
id_000399,5.623731023677895
id_000400,4.910577670236068
id_000401,5.297629490045744
id_000402,6.118128893571025
id_000403,5.555626957518084
id_000404,5.41056812546298
id_000405,4.980204239955549
id_000406,5.962247584116398
id_000407,5.794370312970153
id_000408,5.866341591196603
id_000409,6.230497685122485
id_000410,5.708582075559801
id_000411,5.430473529124367
id_000412,5.398920198887456
id_000413,4.862202906559639
id_000414,6.384138984693165
id_000415,5.199140919758491
id_000416,5.105943119005597
id_000417,6.071173950908037
id_000418,5.475709641865455
id_000419,5.821357402242532
id_000420,5.204082475146589
id_000421,6.051302609710004
id_000422,5.777042052930859
id_000423,5.028185575749628
id_000424,6.303348941307044
id_000425,5.028185575749628
id_000426,5.777042052930859
id_000427,5.6910143290096284
id_000428,5.057995961418948
id_000429,5.193431533012365
id_000430,5.058928525336915
id_000431,6.303348941307044
id_000432,5.0965560257204405
id_000433,6.613102733984736
id_000434,5.354381185567506
id_000435,5.69669597563068
id_000436,5.354381185567506
id_000437,5.420312388330523
id_000438,5.912433748687823
id_000439,5.69669597563068
id_000440,5.0395897110377375
id_000441,5.777520844978472
id_000442,5.949608489574886
id_000443,5.354403488222355
id_000444,6.178668119509015
id_000445,6.362599245606393
id_000446,5.032013350261838
id_000447,5.890284454519155
id_000448,5.91080571546375
id_000449,5.440772398660226
id_000450,5.8267651461037016
id_000451,5.8267651461037016
id_000452,5.365921632666869
id_000453,5.418164094119909
id_000454,5.992537425221123
id_000455,6.303935567572008
id_000456,6.342684128974853
id_000457,5.3242825325464445
id_000458,5.15025247102219
id_000459,5.992537425221123
id_000460,4.932537974203801
id_000461,5.967252428244219
id_000462,5.050815798510448
id_000463,6.423811229009969
id_000464,4.699039521565671
id_000465,5.53629036161187
id_000466,5.849411392848175
id_000467,5.901262318298445
id_000468,6.9091400599794435
id_000469,5.364791247803772
id_000470,5.175776613098261
id_000471,5.8852988644714515
id_000472,5.927965632826015
id_000473,5.952359868285229
id_000474,6.055302369276641
id_000475,5.832576391002417
id_000476,5.097874383590663
id_000477,5.77517269525013
id_000478,6.406723890510233
id_000479,5.097874383590663
id_000480,5.224557979374174
id_000481,6.017064549694684
id_000482,6.479587998855803
id_000483,5.6838129334223755
id_000484,5.694813184879269
id_000485,6.536075429813085
id_000486,5.164023747355112
id_000487,5.164023747355112
id_000488,5.109206283859596
id_000489,6.205940178496929
id_000490,5.790877112608603
id_000491,5.289412656701111
id_000492,6.82130496850978
id_000493,6.925738387295835
id_000494,5.528801654995723
id_000495,6.601938902636861
id_000496,6.079835540394873
id_000497,5.1454319548271155
id_000498,6.1247678321602494
id_000499,6.079835540394873
id_000500,5.528801654995723
id_000501,5.1454319548271155
id_000502,6.427002742015355
id_000503,6.427002742015355
id_000504,6.356682858733349
id_000505,6.386105429541652
id_000506,6.335030280214727
id_000507,6.378693128683777
id_000508,5.056737731011314
id_000509,5.293845185444698
id_000510,6.3341558418904045
id_000511,5.753104502179629
id_000512,5.293845185444698
id_000513,5.610366754919323
id_000514,5.950940386581296
id_000515,5.950940386581296
id_000516,5.215916556839934
id_000517,5.906349421547967
id_000518,4.748102006311539
id_000519,6.53603928544349
id_000520,6.063272418689302
id_000521,6.153066000207905
id_000522,5.359868329517191
id_000523,5.815253032158135
id_000524,5.388614254868131
id_000525,5.399479804897137
id_000526,5.262620747449176
id_000527,6.063272418689302
id_000528,6.157568968076072
id_000529,5.324668739079658
id_000530,5.105511203790304
id_000531,6.038830942761128
id_000532,5.630030884251973
id_000533,5.630030884251973
id_000534,6.803271702718764
id_000535,5.369751162769281
id_000536,6.038830942761128
id_000537,5.105511203790304
id_000538,5.282457426536046
id_000539,6.2905541639021285
id_000540,5.854124492105677
id_000541,5.272167560109713
id_000542,5.984072134532799
id_000543,5.156294471059863
id_000544,5.466331347146213
id_000545,5.34546949961306
id_000546,5.176967329222178
id_000547,5.304067752360894
id_000548,6.108012263101287
id_000549,5.938812021147636
id_000550,5.2103641148807975
id_000551,5.365936318807357
id_000552,5.644964581423138
id_000553,5.574701506197815
id_000554,5.3518861485697755
id_000555,5.519080776264196
id_000556,5.519080776264196
id_000557,5.738373420460115
id_000558,5.526722067450588
id_000559,5.738373420460115
id_000560,6.169483968702948
id_000561,5.700366709576752
id_000562,5.2519889812396645
id_000563,5.129086178902643
id_000564,5.8141200331427525
id_000565,6.169483968702948
id_000566,5.700366709576752
id_000567,4.74838579980009
id_000568,4.74838579980009
id_000569,5.627629590421708
id_000570,6.307681095046632
id_000571,6.142946907554272
id_000572,6.307681095046632
id_000573,5.971160987877364
id_000574,5.184036246026592
id_000575,5.727494224762734
id_000576,6.158552887632051
id_000577,5.510511061767613
id_000578,5.314713405931395
id_000579,5.337560628284141
id_000580,5.725176817585987
id_000581,5.2229517297963595
id_000582,5.2229517297963595
id_000583,5.110593520293157
id_000584,5.882854037593522
id_000585,6.182343210233592
id_000586,5.345680908001579
id_000587,6.1735488663513465
id_000588,4.802281997883402
id_000589,7.121629629073816
id_000590,5.9964480494249734
id_000591,5.384561943540913
id_000592,6.004201317961354
id_000593,5.384561943540913
id_000594,5.0766648250471516
id_000595,5.009515572449908
id_000596,5.238194214880087
id_000597,5.401211275720554
id_000598,5.4238541139458825
id_000599,5.208826922997925
id_000600,5.171005946426192
id_000601,4.822651696735141
id_000602,5.212811231756888
id_000603,4.733005790050489
id_000604,5.212811231756888
id_000605,4.987893972894822
id_000606,5.0427669369635915
id_000607,6.49651018948548
id_000608,5.623898384661698
id_000609,5.11330923646306
id_000610,6.47936185713644
id_000611,5.642994897234053
id_000612,5.3704606752296264
id_000613,5.358287685802807
id_000614,5.708461103730873
id_000615,5.367306053883923
id_000616,5.216645094107615
id_000617,5.216645094107615
id_000618,5.944406578134787
id_000619,5.460045735858801
id_000620,5.597904334506675
id_000621,5.198192584818611
id_000622,5.17478735830269
id_000623,5.20608452357318
id_000624,6.316202956366489
id_000625,5.264493473439014
id_000626,5.264493473439014
id_000627,4.9467510051368135
id_000628,4.9467510051368135
id_000629,5.219019997499093
id_000630,4.971732183539342
id_000631,5.219019997499093
id_000632,5.676216511992555
id_000633,5.829770967049633
id_000634,4.9847516481756236
id_000635,5.655755416154493
id_000636,5.096914265416823
id_000637,4.643879533855823
id_000638,4.642495881748967
id_000639,4.966211581104543
id_000640,6.372009385908848
id_000641,5.286485447772664
id_000642,5.218555610899109
id_000643,5.286485447772664
id_000644,5.218555610899109
id_000645,5.286485447772664
id_000646,5.462079894828751
id_000647,5.321431418489266
id_000648,5.2664729338809835
id_000649,5.998177486838441
id_000650,6.182594153526851
id_000651,5.227358846953088
id_000652,4.986023505369148
id_000653,7.659043399822498
id_000654,6.124383465811795
id_000655,5.140285611521859
id_000656,5.051753266507919
id_000657,5.227358846953088
id_000658,5.639431719691191
id_000659,5.362839263187189
id_000660,5.313505344336725
id_000661,5.362839263187189
id_000662,5.236781877797084
id_000663,5.267854457835629
id_000664,5.937324500564784
id_000665,5.550487332459748
id_000666,5.207335537677944
id_000667,5.135345414454771
id_000668,5.435552267972942
id_000669,5.48783031532006
id_000670,5.435552267972942
id_000671,5.703790914141966
id_000672,4.919157794012708
id_000673,4.07061974974636
id_000674,4.919157794012708
id_000675,5.46249015405144
id_000676,5.639173765072367
id_000677,5.46249015405144
id_000678,4.958832618379907
id_000679,5.126988879242841
id_000680,5.885733644977873
id_000681,5.2034602264336725
id_000682,5.578847636180246
id_000683,5.47335789525107
id_000684,5.413989763120633
id_000685,4.486428883961971
id_000686,5.413989763120633
id_000687,5.02179934180177
id_000688,5.048080811146122
id_000689,5.112055753703006
id_000690,5.666284842609339
id_000691,4.870933903478885
id_000692,4.607770614578816
id_000693,5.221623328888029
id_000694,5.261586404123205
id_000695,5.2705918347521115
id_000696,6.73833898869848
id_000697,5.181976069944962
id_000698,5.181976069944962
id_000699,5.032549313143218
id_000700,5.864115418776526
id_000701,4.676133855782077
id_000702,5.181976069944962
id_000703,5.199938449442539
id_000704,5.556547597022328
id_000705,4.927969088684776
id_000706,4.663592867835289
id_000707,5.087699597693742
id_000708,5.647468669091251
id_000709,5.919744804219463
id_000710,5.752701706760161
id_000711,4.621433096064727
id_000712,5.040207088555308
id_000713,4.915181357240667
id_000714,5.276190824544178
id_000715,5.052391586021691
id_000716,5.230284333266842
id_000717,5.276190824544178
id_000718,5.468441617588637
id_000719,5.133636621067812
id_000720,5.162241657284401
id_000721,5.133636621067812
id_000722,5.16041644299341
id_000723,5.564415216238426
id_000724,6.080365376216211
id_000725,5.101465681158329
id_000726,5.368107304859398
id_000727,5.388922943294861
id_000728,5.2588958834851605
id_000729,5.2588958834851605
id_000730,5.843326065516986
id_000731,5.105104040342669
id_000732,5.207182025086957
id_000733,4.845730297105364
id_000734,5.367538423270382
id_000735,5.111944984321238
id_000736,4.625769679925008
id_000737,4.625769679925008
id_000738,5.053145787637652
id_000739,5.173050607559295
id_000740,4.998818855311114
id_000741,5.790597611358057
id_000742,5.192738939245031
id_000743,5.113578071222835
id_000744,5.41004445411313
id_000745,5.25954467694391
id_000746,5.434427059225432
id_000747,5.301845894469476
id_000748,5.452732400157379
id_000749,5.459986586890042
id_000750,5.434427059225432
id_000751,5.088057970937399
id_000752,5.088057970937399
id_000753,5.244566049545685
id_000754,5.088057970937399
id_000755,5.294397075038463
id_000756,5.21277017157197
id_000757,5.209472012120762
id_000758,4.847131981674819
id_000759,4.847131981674819
id_000760,5.279822687077222
id_000761,5.139200702982318
id_000762,5.0115303632101496
id_000763,5.195620174690299
id_000764,5.0115303632101496
id_000765,4.988053791337971
id_000766,5.016554247166325
id_000767,5.081332290686403
id_000768,4.94813163395651
id_000769,5.227900599611751
id_000770,5.060885550139706
id_000771,5.227900599611751
id_000772,4.934690268738661
id_000773,5.09820867023996
id_000774,5.537553617914485
id_000775,5.5417605527476415
id_000776,4.81080382490288
id_000777,5.079697250352756
id_000778,5.322762048823277
id_000779,5.717705821208786
id_000780,5.382823467141576
id_000781,5.114482006753403
id_000782,5.540007213305423
id_000783,4.951757769096285
id_000784,5.540007213305423
id_000785,5.297778432439539
id_000786,5.444347036789593
id_000787,5.444347036789593
id_000788,5.277890523717723
id_000789,5.277890523717723
id_000790,4.855456611265348
id_000791,5.572432797088195
id_000792,5.0042790048995895
id_000793,5.1943966340964804
id_000794,5.628797308970182
id_000795,6.595457403821111
id_000796,5.220411310269231
id_000797,5.444458184896077
id_000798,6.230614679563802
id_000799,5.604456785938698
id_000800,5.604456785938698
id_000801,5.151204705754634
id_000802,5.366029708346198
id_000803,6.506427605006428
id_000804,5.272433738348482
id_000805,5.443851718973936
id_000806,6.895449951066695
id_000807,6.814533421034715
id_000808,6.895449951066695
id_000809,5.285801745369618
id_000810,5.5045570515243964
id_000811,5.632150001222765
id_000812,5.723916592252673
id_000813,5.922178000390506
id_000814,6.153440487962512
id_000815,6.131510059318004
id_000816,5.922178000390506
id_000817,5.586937924838116
id_000818,6.66893971171508
id_000819,4.9638992170578335
id_000820,4.9211937080156885
id_000821,5.156176652222236
id_000822,7.1520355128367035
id_000823,5.4351534743705825
id_000824,5.4351534743705825
id_000825,5.486001598958276
id_000826,5.719369118312452
id_000827,6.285224744955157
id_000828,5.719369118312452
id_000829,6.556480328010241
id_000830,6.005833237265536
id_000831,5.493773177720775
id_000832,6.005833237265536
id_000833,5.815594492366175
id_000834,5.867941463425953
id_000835,5.048100661428189
id_000836,5.082830597077773
id_000837,6.605289735087188
id_000838,6.605289735087188
id_000839,6.301050624242954
id_000840,5.3971860050648
id_000841,6.367267927798233
id_000842,5.465569242797301
id_000843,5.971474811518851
id_000844,4.920967943937771
id_000845,6.349595669487254
id_000846,5.286741817345341
id_000847,5.286741817345341
id_000848,5.213705088075225
id_000849,5.286741817345341
id_000850,5.272814858939816
id_000851,5.478509288600663
id_000852,5.478509288600663
id_000853,5.6343493471156725
id_000854,6.277075484124466
id_000855,6.277075484124466
id_000856,5.889902034441609
id_000857,6.277075484124466
id_000858,6.436754192727886
id_000859,6.2057830153843305
id_000860,6.030699161222557
id_000861,5.118543786764919
id_000862,5.30832295982222
id_000863,5.603366059461276
id_000864,5.1592078393003735
id_000865,5.118543786764919
id_000866,5.1386230881219905
id_000867,6.1911970634324005
id_000868,6.130763168745772
id_000869,6.030699161222557
id_000870,5.744775264925209
id_000871,6.008841886280411
id_000872,5.786260676865869
id_000873,5.84409600061851
id_000874,6.310842016188463
id_000875,6.213064007649016
id_000876,6.468411561579119
id_000877,5.905740182149432
id_000878,6.008841886280411
id_000879,5.328907424875488
id_000880,5.166790058547877
id_000881,5.403626677991473
id_000882,5.849001605767838
id_000883,6.51133582304967
id_000884,5.166790058547877
id_000885,5.328907424875488
id_000886,5.2349131714607875
id_000887,5.129659772257965
id_000888,6.386657782347505
id_000889,5.8964931335040385
id_000890,4.572954213036046
id_000891,5.908085615169302
id_000892,5.12025992152311
id_000893,5.465229368733264
id_000894,5.12025992152311
id_000895,5.188260912315814
id_000896,5.71537674416968
id_000897,6.742381786440021
id_000898,5.71537674416968
id_000899,6.742381786440021
id_000900,4.895489380386148
id_000901,6.500227714218132
id_000902,5.630845581999201
id_000903,5.630845581999201
id_000904,5.837512842031499
id_000905,5.837512842031499
id_000906,5.126887313904871
id_000907,5.712250012094536
id_000908,5.939316264906287
id_000909,5.90317564596024
id_000910,6.306572625664939
id_000911,6.615418780920837
id_000912,6.221297090923341
id_000913,6.297236534868034
id_000914,6.441321027031265
id_000915,6.306572625664939
id_000916,6.440718050547845
id_000917,5.488794981196088
id_000918,5.93768998779556
id_000919,6.110615579172015
id_000920,6.273661456731556
id_000921,5.712082408355657
id_000922,6.110615579172015
id_000923,6.273661456731556
id_000924,5.93768998779556
id_000925,6.128850988221137
id_000926,6.65294105348784
id_000927,6.373100705330176
id_000928,4.897042603381941
id_000929,6.128850988221137
id_000930,6.636126132561578
id_000931,5.55591578004877
id_000932,5.304900405540002
id_000933,5.551388427921268
id_000934,5.304900405540002
id_000935,5.55591578004877
id_000936,6.511017412271581
id_000937,6.511017412271581
id_000938,5.398995996498117
id_000939,6.777075751580819
id_000940,6.089180897945404
id_000941,6.734644822125977
id_000942,6.811101175943128
id_000943,5.581912232914643
id_000944,5.321050070627293
id_000945,6.577408952854852
id_000946,6.137150840966414
id_000947,6.507031636329798
id_000948,6.634928913744782
id_000949,6.832019361531597
id_000950,6.832019361531597
id_000951,6.832019361531597
id_000952,6.634928913744782
id_000953,6.275405797932201
id_000954,6.607960727173114
id_000955,6.277539640588381
id_000956,6.12259137258769
id_000957,6.170014565308174
id_000958,6.042189117646843
id_000959,5.945349151375904
id_000960,5.347617285491509
id_000961,6.097039399731343
id_000962,5.223176622800529
id_000963,5.279860879804891
id_000964,6.3109964421594205
id_000965,6.097039399731343
id_000966,6.3470039929613895
id_000967,6.167920858273192
id_000968,4.807286524037872
id_000969,6.498015765514762
id_000970,5.498679363433854
id_000971,6.376363902072891
id_000972,6.376363902072891
id_000973,6.222778445350629
id_000974,6.097255556871008
id_000975,6.561618430441392
id_000976,5.471583044957289
id_000977,5.471583044957289
id_000978,4.889155965818819
id_000979,6.120355469064908
id_000980,5.842594753224915
id_000981,5.682578846851903
id_000982,5.026955018355318
id_000983,6.646545393987357
id_000984,5.682578846851903
id_000985,5.842594753224915
id_000986,5.837390896059339
id_000987,6.254859149721716
id_000988,5.506670521672884
id_000989,5.448870287560507
id_000990,6.100719408415274
id_000991,5.448870287560507
id_000992,5.53437861678191
id_000993,5.531118743051926
id_000994,5.53437861678191
id_000995,5.268195349323774
id_000996,5.416961909392193
id_000997,6.25193984474923
id_000998,6.25193984474923
id_000999,4.748591522157631
id_001000,6.309993089348326
id_001001,6.246935200083029
id_001002,6.16860391139598
id_001003,6.592821573492078
id_001004,6.624157181830896
id_001005,5.713518681931006
id_001006,6.624157181830896
id_001007,6.592821573492078
id_001008,6.571669445360135
id_001009,6.486607191411238
id_001010,5.830525897602545
id_001011,6.653418864275
id_001012,5.934239816001502
id_001013,4.6654452048179325
id_001014,5.247694338405009
id_001015,5.789494804655569
id_001016,6.300204352045489
id_001017,6.625793075359462
id_001018,6.859153161778358
id_001019,6.859153161778358
id_001020,5.669235549774864
id_001021,6.298791351196544
id_001022,6.298791351196544
id_001023,5.611578956443939
id_001024,6.415348150171656
id_001025,5.5763875234131595
id_001026,5.0852992982790655
id_001027,6.7014805417983325
id_001028,5.7198500818124645
id_001029,5.89949576866091
id_001030,5.5763875234131595
id_001031,5.879817164698313
id_001032,5.774384035997764
id_001033,4.874715252487666
id_001034,5.577029366739743
id_001035,4.95403218730228
id_001036,5.947778767995714
id_001037,6.6775161417942765
id_001038,4.643142875270415
id_001039,6.802957455669758
id_001040,6.015337855266137
id_001041,4.958890088299053
id_001042,5.561472166663922
id_001043,6.015337855266137
id_001044,6.36908786377526
id_001045,6.506535849517347
id_001046,6.130015629890011
id_001047,5.378192473221483
id_001048,5.8214521032909685
id_001049,5.8490551388055705
id_001050,5.8174967539199205
id_001051,5.8214521032909685
id_001052,5.4885481067467445
id_001053,6.418400142806038
id_001054,6.803622194549329
id_001055,4.822224221400206
id_001056,4.822224221400206
id_001057,6.1945090395376505
id_001058,5.25851147594688
id_001059,6.0400672616138245
id_001060,6.1945090395376505
id_001061,5.959077534906865
id_001062,6.5007570949526015
id_001063,6.100636195117442
id_001064,6.467750942525553
id_001065,5.803622432114312
id_001066,5.4036129433057845
