obs_id,price_pred
id_000313,789628.6475271153
id_000314,627813.340252433
id_000315,703012.5229738567
id_000316,598310.6260818993
id_000317,567478.7365797155
id_000318,755294.0341981968
id_000319,699196.7931061022
id_000320,584725.6495975031
id_000321,444785.11462954147
id_000322,811548.1719474136
id_000323,831828.0026433277
id_000324,700559.2038003239
id_000325,834778.7671504547
id_000326,553339.4732728561
id_000327,491816.9758287594
id_000328,610280.0457937848
id_000329,572551.3542059597
id_000330,506951.88087445125
id_000331,412830.8413650018
id_000332,606368.7019569627
id_000333,565261.5567457502
id_000334,495628.7245547595
id_000335,558863.8375119133
id_000336,494021.75289203564
id_000337,727063.7099737993
id_000338,491311.0691068545
id_000339,517266.3081575558
id_000340,648305.515055615
id_000341,609878.3852100136
id_000342,708522.3788739569
id_000343,513826.9500358796
id_000344,355337.410117278
id_000345,425632.7207652008
id_000346,394270.93027850793
id_000347,300272.3972357252
id_000348,355291.11669774784
id_000349,316422.39517435536
id_000350,323945.11997746123
id_000351,398882.2020632115
id_000352,352466.41759610665
id_000353,257707.22582932224
id_000354,274703.0618554158
id_000355,262434.20766924147
id_000356,213417.98487149502
id_000357,205300.2512977129
id_000358,228255.92638170486
id_000359,278351.5332892185
id_000360,298353.7079480541
id_000361,290610.8871905683
id_000362,273106.7989613381
id_000363,307597.9370828611
id_000364,242890.61389924132
id_000365,230527.08435140274
id_000366,239592.77739380999
id_000367,340704.1651369502
id_000368,328800.0439191684
id_000369,260607.11683126626
id_000370,335061.08247642836
id_000371,221034.37346930962
id_000372,302179.64103544183
id_000373,250122.64402184315
id_000374,213824.87243997023
id_000375,327664.3103385801
id_000376,400761.5860850293
id_000377,376608.30991121056
id_000378,204482.2784153531
id_000379,173227.4726146453
id_000380,237729.64043574448
id_000381,168025.38173353914
id_000382,211442.4178514951
id_000383,261293.44661539322
id_000384,198067.9796429978
id_000385,245270.8286056443
id_000386,218276.9293855058
id_000387,196122.68566974203
id_000388,232365.21463994915
id_000389,278285.44564650516
id_000390,262350.3148866262
id_000391,256203.6862355924
id_000392,212610.88925421605
id_000393,177424.5436132257
id_000394,166737.65131315344
id_000395,175087.9319431402
id_000396,242333.84296008304
id_000397,166080.2850149606
id_000398,189591.12801155922
id_000399,232408.67432453978
id_000400,201497.8877517809
id_000401,133839.26898845597
id_000402,219729.19237214958
id_000403,143149.815822989
id_000404,414206.2662090577
id_000405,332784.66444778536
id_000406,434253.4212878962
id_000407,351244.6439239609
id_000408,354451.3047976657
id_000409,334838.3992913234
id_000410,264620.36413291853
id_000411,481569.62363643025
id_000412,553232.2471808707
id_000413,211979.51547280746
id_000414,249143.94514827925
id_000415,226863.05715260355
id_000416,255042.19674860968
id_000417,193145.81359348499
id_000418,175485.76270838748
id_000419,283116.06393683114
id_000420,360823.47859062854
id_000421,272020.85608617053
id_000422,305757.74470218655
id_000423,356175.07116367604
id_000424,392432.1815630313
id_000425,369943.1073977118
id_000426,315557.9377109249
id_000427,464069.2962098333
id_000428,485363.5358583664
id_000429,458143.15122952714
id_000430,315527.6195540803
id_000431,362910.63104406814
id_000432,479199.07859083026
id_000433,428502.1975928417
id_000434,503925.7900965395
id_000435,651913.3920456666
id_000436,391863.20927301876
id_000437,241685.23768089287
id_000438,266889.46887605364
id_000439,272393.8519517232
id_000440,273659.6517611952
id_000441,335073.2618047361
id_000442,253544.33384454454
id_000443,221500.5605457593
id_000444,207778.86699613454
id_000445,241588.2216461557
id_000446,254375.8680552071
id_000447,302989.6438020795
id_000448,444448.0680524893
id_000449,300052.98245944595
id_000450,214741.3283338372
id_000451,210550.26255926545
id_000452,218947.12998887833
id_000453,241131.240805622
id_000454,265530.649710507
id_000455,438153.83700603904
id_000456,288122.57812271616
id_000457,343459.1514065861
id_000458,484013.17186149163
id_000459,243386.56933170007
id_000460,182947.15674752154
id_000461,219877.63296261066
id_000462,220224.91724473925
id_000463,180464.0870469822
id_000464,368633.5658055263
id_000465,278800.05749480944
id_000466,369945.1444146184
id_000467,382278.24530258734
id_000468,389649.93003189354
id_000469,365976.453792913
id_000470,553885.5861783088
id_000471,517262.3442492334
id_000472,478924.0955491147
id_000473,516013.34177650604
id_000474,561310.7138796858
id_000475,366873.41833096556
id_000476,571917.3882206137
id_000477,546583.6874124376
id_000478,454494.2406523852
id_000479,480394.119130502
id_000480,595614.1164692648
id_000481,630185.5847754009
id_000482,248950.70403561657
id_000483,305647.8760872104
id_000484,366923.6070800189
id_000485,375985.4644471103
id_000486,386559.7719401028
id_000487,369729.2021052807
id_000488,455467.6949574045
id_000489,417642.0962031389
id_000490,464280.76151278854
id_000491,420093.5913402348
id_000492,403984.81928518455
id_000493,523777.39133648755
id_000494,780053.0777513115
id_000495,385055.62773094396
id_000496,318682.13328915363
id_000497,295500.6141698521
id_000498,364904.50481749146
id_000499,319010.466249402
id_000500,582892.1643120206
id_000501,328310.7370213271
id_000502,690011.2418497732
id_000503,287867.91587839887
id_000504,543249.0659547602
id_000505,641461.7951661504
id_000506,520777.38477975834
id_000507,594254.6074807198
id_000508,795597.22415107
id_000509,783013.1769488055
id_000510,476447.1184944814
id_000511,495949.3219627888
id_000512,572163.4118923635
id_000513,721379.1827943311
id_000514,780853.8893009198
id_000515,622613.9011236585
id_000516,708191.6100584889
id_000517,895364.5084235215
id_000518,661553.2715019333
id_000519,714527.9107305796
id_000520,715014.0673429965
id_000521,770696.4479565874
id_000522,719276.6835080895
id_000523,703928.9067666219
id_000524,748320.173190579
id_000525,866355.4909339955
id_000526,795677.2496227936
id_000527,891786.3465221717
id_000528,744459.2063060699
id_000529,674069.2926255569
id_000530,876505.0285980868
id_000531,764920.5558991903
id_000532,958814.823871195
id_000533,768425.9180433381
id_000534,854439.4494119573
id_000535,424707.24103383115
id_000536,387418.2661872946
id_000537,487057.0615451261
id_000538,900902.1032724553
id_000539,927878.7840911595
id_000540,813655.9690621498
id_000541,728013.0966833435
id_000542,1025733.3624940602
id_000543,1008425.7745321472
id_000544,375166.92459950014
id_000545,437129.53225370176
id_000546,346520.9669316767
id_000547,365798.66979621607
id_000548,408893.56559042045
id_000549,830656.7492306053
id_000550,519375.99344480154
id_000551,850645.6517854637
id_000552,821150.2251207811
id_000553,467954.4980175552
id_000554,549456.2345964416
id_000555,838460.4000031906
id_000556,602698.6519228194
id_000557,609175.3155108634
id_000558,424649.9891311019
id_000559,647747.942962945
id_000560,398868.55895839137
id_000561,275115.43390452507
id_000562,296450.1532084759
id_000563,414915.0100099422
id_000564,291066.40074309823
id_000565,533777.3603718656
id_000566,487497.91939223884
id_000567,392346.486600047
id_000568,509506.86543046625
id_000569,528170.9893688234
id_000570,615459.660586074
id_000571,374413.492474206
id_000572,423128.8998323084
id_000573,432418.91496593924
id_000574,376050.07151482604
id_000575,312778.56089890667
id_000576,272112.6416216177
id_000577,377860.5315852721
id_000578,299886.20908839756
id_000579,247056.46371111844
id_000580,359598.4299173834
id_000581,271629.9880558994
id_000582,239797.61287781157
id_000583,252864.18813008384
id_000584,229805.5981514501
id_000585,356719.8203347915
id_000586,410359.44382405665
id_000587,334969.76550412603
id_000588,281313.47193550307
id_000589,243394.67380363273
id_000590,274164.56051468704
id_000591,288247.7579303271
id_000592,264454.3768091381
id_000593,249689.83839918772
id_000594,542840.0192446462
id_000595,267515.98092668003
id_000596,390399.739374566
id_000597,395541.86904405244
id_000598,361856.600235394
id_000599,413101.1360477568
id_000600,594063.3699307329
id_000601,693882.9852510155
id_000602,547052.9637437509
id_000603,419915.7053106208
id_000604,516041.7836633065
id_000605,536836.7475397496
id_000606,468880.9741602103
id_000607,510210.3462510541
id_000608,603729.876451903
id_000609,706153.811824327
id_000610,758081.3452290565
id_000611,753989.1512429977
id_000612,340422.54677622986
id_000613,658567.3420365452
id_000614,235770.73176335113
id_000615,199010.92501681746
id_000616,190194.2232949257
id_000617,264649.93879233574
id_000618,218993.25184195247
id_000619,226284.63406065066
id_000620,195552.9855879556
id_000621,440087.54414782196
id_000622,364357.65539568925
id_000623,427565.3964080303
id_000624,444365.9635860231
id_000625,337645.0840253385
id_000626,514966.8976060618
id_000627,463286.60511733836
id_000628,511338.9102359314
id_000629,389161.1492979035
id_000630,313173.07060027204
id_000631,342435.66367671906
id_000632,646860.4966566233
id_000633,440499.43161280884
id_000634,529144.1534233505
id_000635,584111.7255411142
id_000636,539398.1151104752
id_000637,427194.87143918296
id_000638,419839.5450437643
id_000639,459793.25237243203
id_000640,417284.55161203636
id_000641,425478.21040675556
id_000642,327447.32230052387
id_000643,323526.00096343353
id_000644,461390.1364866513
id_000645,454458.6457549656
id_000646,301734.4195643288
id_000647,377144.90010016283
id_000648,357179.77294929256
id_000649,419360.45858019096
id_000650,341996.73658034916
id_000651,354027.7986069319
id_000652,374539.78012112086
id_000653,393483.3222474685
id_000654,405323.2827091145
id_000655,278326.6955928427
id_000656,406003.7985969758
id_000657,319366.41774605564
id_000658,448625.7502804985
id_000659,657885.3608810029
id_000660,577579.3864515172
id_000661,414971.74510653294
id_000662,551245.8985382668
id_000663,166471.68531957938
id_000664,168903.84693366342
id_000665,140714.49205719732
id_000666,173523.24143975604
id_000667,169252.3438010278
id_000668,155307.59605215024
id_000669,182525.5313820899
id_000670,154438.32244266715
id_000671,196857.46572843136
id_000672,169262.0255761157
id_000673,169799.93454972934
id_000674,165757.53333982517
id_000675,148275.4218826301
id_000676,175976.50137672282
id_000677,133411.3924240246
id_000678,164910.8264049484
id_000679,168680.863039751
id_000680,155591.4791699167
id_000681,196584.00946399636
id_000682,412172.89551274467
id_000683,143005.66606015616
id_000684,183521.59351978847
id_000685,256227.48824638102
id_000686,327211.8816162053
id_000687,217001.80601656527
id_000688,148961.10779541745
id_000689,231917.2866057312
id_000690,237202.01783870018
id_000691,264951.63961758564
id_000692,235721.636109242
id_000693,112237.71394900673
id_000694,190540.4711387185
id_000695,209493.17630303133
id_000696,182561.5833473865
id_000697,139096.1139352611
id_000698,126370.68095596012
id_000699,164599.14654165227
id_000700,134837.69243560074
id_000701,174849.58258988266
id_000702,128320.69286231988
id_000703,153678.29328064545
id_000704,148040.42326715036
id_000705,142692.57941594953
id_000706,117904.86932192695
id_000707,169851.13522801013
id_000708,149933.39446141513
id_000709,180022.83203826853
id_000710,180357.33620394487
id_000711,161988.2535120691
id_000712,174929.94954746167
id_000713,208064.42009669612
id_000714,177279.86186792076
id_000715,153525.8679917149
id_000716,143959.32770641288
id_000717,159488.61978932176
id_000718,111867.73012711482
id_000719,156774.77518667222
id_000720,195433.1187297956
id_000721,244339.93711238937
id_000722,115259.33436111672
id_000723,159949.93626440215
id_000724,217289.16665214993
id_000725,193809.5002389545
id_000726,148795.2881428427
id_000727,214484.77472942052
id_000728,175390.6018721416
id_000729,194983.63551552183
id_000730,131598.54735955046
id_000731,262169.5727260779
id_000732,280730.4819383184
id_000733,204763.31865436386
id_000734,266924.18933637755
id_000735,159645.24752320768
id_000736,204245.1439896776
id_000737,433666.2142676281
id_000738,260537.44973005634
id_000739,258718.69694056708
id_000740,191704.32104756671
id_000741,245914.51117961816
id_000742,331377.6598315388
id_000743,263466.6404993015
id_000744,260176.54944442795
id_000745,621501.799553271
id_000746,443586.6499425211
id_000747,405910.5470826725
id_000748,157889.30229867517
id_000749,390281.4934332853
id_000750,170944.31904910307
id_000751,324447.9495994313
id_000752,312227.82632812986
id_000753,332406.31716446555
id_000754,191381.20711463213
id_000755,158321.9133347808
id_000756,389111.2477507079
id_000757,208413.2202967595
id_000758,448595.0327156561
id_000759,128298.52155098159
id_000760,151826.21541353728
id_000761,143482.05413254478
id_000762,118353.11522826295
id_000763,154904.32024746476
id_000764,121086.63846148764
id_000765,283623.87583461014
id_000766,247593.81758823985
id_000767,170767.87321792316
id_000768,140060.46489776243
id_000769,135892.0888978501
id_000770,166903.4827646488
id_000771,175633.77924677441
id_000772,162801.8737051306
id_000773,166948.93208403344
id_000774,186715.4560718477
id_000775,157306.6198206875
id_000776,259149.8404607739
id_000777,243940.03681460122
id_000778,284389.40376671625
id_000779,152312.7133100598
id_000780,197348.72515425575
id_000781,419250.2973370058
id_000782,320772.4981761627
id_000783,412981.56364118506
id_000784,326438.82416247646
id_000785,364102.82956255367
id_000786,254856.29933172202
id_000787,260177.22900065605
id_000788,310680.5509866456
id_000789,406031.104141355
id_000790,309937.3970374246
id_000791,527800.05896875
id_000792,324714.9173336127
id_000793,588979.4961833621
id_000794,316174.2269578609
id_000795,465102.7445125909
id_000796,423263.49977987504
id_000797,388295.82217736833
id_000798,355693.92678377253
id_000799,198017.42203583426
id_000800,269861.7860483088
id_000801,255053.28315316592
id_000802,139687.42243648955
id_000803,124259.87230842569
id_000804,187491.74733414955
id_000805,282108.5218639458
id_000806,314945.17211138655
id_000807,205034.5562585782
id_000808,218669.5419290887
id_000809,298784.25980736164
id_000810,150114.31548658828
id_000811,188604.86756737743
id_000812,365720.5397100037
id_000813,429339.31271075265
id_000814,386469.5978755592
id_000815,313178.3364840108
id_000816,294340.08589386864
id_000817,331315.88247128157
id_000818,399538.9381603325
id_000819,201673.1203867008
id_000820,156263.91440948853
id_000821,140752.80252651454
id_000822,151699.33049262824
id_000823,284029.21723958483
id_000824,360084.3055625191
id_000825,202395.08931297492
id_000826,308985.8347992353
id_000827,250766.39403340695
id_000828,115478.29169657154
id_000829,180677.91228138356
id_000830,153709.45494238922
id_000831,195152.9784076995
id_000832,157231.25845240123
id_000833,201682.91402797442
id_000834,186383.85231307696
id_000835,168395.9168884471
id_000836,181450.2948289551
id_000837,181988.14063041314
id_000838,223706.6429580779
id_000839,133491.64476164785
id_000840,297743.10520660767
id_000841,169950.29843215673
id_000842,231665.88711742894
id_000843,217475.31687252125
id_000844,231531.95091964776
id_000845,258842.79352895284
id_000846,180729.19397781184
id_000847,135095.34284244644
id_000848,168793.90911244412
id_000849,275397.9356202514
id_000850,253154.0246228312
id_000851,222417.71597237122
id_000852,213244.19074429
id_000853,212285.54200207427
id_000854,210339.7414823123
id_000855,231197.0977416752
id_000856,359821.03509701195
id_000857,190766.56363735095
id_000858,165809.48568113218
id_000859,184333.54580903
id_000860,166571.82931031205
id_000861,296777.59185239
id_000862,249902.2509913534
id_000863,196993.79694848735
id_000864,335614.6591083557
id_000865,304156.6617047859
id_000866,375965.4383989733
id_000867,270212.3337637017
id_000868,299746.45313453994
id_000869,280417.55151769985
id_000870,281394.58266961563
id_000871,376853.35709301266
id_000872,409564.4422851185
id_000873,374385.2999522112
id_000874,272227.6949219995
id_000875,302356.427912467
id_000876,295210.74085980316
id_000877,254432.79937106755
id_000878,186651.36628800834
id_000879,234391.10894429468
id_000880,325597.80485291174
id_000881,324169.9084997445
id_000882,265862.99003887345
id_000883,278168.08545896347
id_000884,400560.64762576093
id_000885,300010.9719903021
id_000886,342757.4181778981
id_000887,325478.4240625063
id_000888,358974.2939941998
id_000889,299621.78869031294
id_000890,365376.27818590554
id_000891,459578.7690201155
id_000892,306523.8880545482
id_000893,314703.2773428239
id_000894,196948.05608038936
id_000895,61887.54289918419
id_000896,118573.98019282604
id_000897,137867.03586802242
id_000898,171271.41971328852
id_000899,93582.44484965208
id_000900,164107.87563382817
id_000901,297627.96403805504
id_000902,101711.67635063287
id_000903,204841.44649652438
id_000904,173288.7405928293
id_000905,155138.06225809
id_000906,169077.6732975964
id_000907,191838.80607018195
id_000908,134321.30351442855
id_000909,106723.08947080179
id_000910,105038.8502516886
id_000911,89426.07395523018
id_000912,133032.65778251534
id_000913,162677.10955050908
id_000914,329098.4774673297
id_000915,221991.86596443903
id_000916,284309.45252906514
id_000917,103661.17344896146
id_000918,127496.19463613327
id_000919,139212.45987904648
id_000920,101227.44162177083
id_000921,117696.78508704924
id_000922,56578.70382351079
id_000923,194638.37500514343
id_000924,13971.343636661919
id_000925,82901.83711638943
id_000926,281796.16987527465
id_000927,391045.19112208707
id_000928,345498.3293904753
id_000929,323356.0729403341
id_000930,53018.74401390999
id_000931,496386.5552283903
id_000932,177348.52501328904
id_000933,170135.5841213327
id_000934,139582.9432434848
id_000935,97592.77249609894
id_000936,91589.02512288369
id_000937,358223.67742744915
id_000938,235462.3338041712
id_000939,392460.49505852076
id_000940,272208.52476403734
id_000941,231455.13427295475
id_000942,123534.63514431607
id_000943,280710.2604292906
id_000944,182751.68391524904
id_000945,226721.47294113954
id_000946,212613.02134208207
id_000947,176393.74702736016
id_000948,168991.50128053591
id_000949,175494.40418083788
id_000950,93765.61846750649
id_000951,250148.84068537378
id_000952,446278.60892829363
id_000953,254959.11936087866
id_000954,131247.53279457393
id_000955,95420.15694258975
id_000956,73560.02688355939
id_000957,72063.39477395843
id_000958,134951.24884770517
id_000959,114511.47632385025
id_000960,135381.16206341988
id_000961,111949.25535777133
id_000962,122149.03807203152
id_000963,136041.76432762016
id_000964,325295.51198340463
id_000965,173922.1543790027
id_000966,314462.699402487
id_000967,185639.1032989494
id_000968,179058.18338954353
id_000969,123148.54278855136
id_000970,70120.09134009219
id_000971,88641.84989060255
id_000972,65792.72387167515
id_000973,45641.72827770948
id_000974,113850.89688564796
id_000975,82465.35522050282
id_000976,121904.09287496569
id_000977,158343.18793876824
id_000978,105224.13541491504
id_000979,276786.9873695404
id_000980,488316.02337984514
id_000981,383523.7952673039
id_000982,560192.4248389
id_000983,89442.76708171939
id_000984,159696.98363089628
id_000985,152984.1089071114
id_000986,145618.61966348998
id_000987,120062.12090942927
id_000988,191544.57096845238
id_000989,281724.27584589244
id_000990,214232.1051069234
id_000991,308644.52754785615
id_000992,171773.6369368052
id_000993,152646.8852560598
id_000994,97145.54319575545
id_000995,105763.67000463413
id_000996,181620.126462687
id_000997,121970.06010664374
id_000998,164934.64219423063
id_000999,107160.50968317792
id_001000,101400.51768873137
id_001001,78864.76097232412
id_001002,208076.98143172992
id_001003,201931.84452610958
id_001004,96458.78274769979
id_001005,341619.96453661204
id_001006,428240.6169177105
id_001007,168654.12812115895
id_001008,141154.7152672554
id_001009,203989.26226650015
id_001010,195236.67728726353
id_001011,186136.85495185244
id_001012,264122.050614171
id_001013,163567.18623608627
id_001014,240154.80587869362
id_001015,188397.33244505752
id_001016,146142.29795895284
id_001017,448738.74678552034
id_001018,290993.65395484667
id_001019,248346.50778071542
id_001020,381826.7722163568
id_001021,219289.89231786353
id_001022,262172.0621865379
id_001023,370489.3725378724
id_001024,603522.2348398401
id_001025,248606.65508594693
id_001026,264710.0093791899
id_001027,335864.8575356264
id_001028,268759.5743252536
id_001029,109069.23222728068
id_001030,178601.4518115625
id_001031,81286.5883495576
id_001032,212932.0693558334
id_001033,133842.2252251148
id_001034,158084.53927695667
id_001035,136707.3506494141
id_001036,184852.91660814927
id_001037,143667.99651433103
id_001038,129129.37326804233
id_001039,126945.29757216979
id_001040,164399.360026423
id_001041,174334.7416754393
id_001042,138437.26130652212
id_001043,159620.36709494467
id_001044,202701.1385898525
id_001045,204060.84407895
id_001046,357841.06026931666
id_001047,187128.0399424281
id_001048,133175.70071607077
id_001049,100641.60519414957
id_001050,532010.2247661577
id_001051,573175.4715897511
id_001052,582314.246318595
id_001053,533684.874622463
id_001054,569849.6069211013
id_001055,520307.02843235777
id_001056,103272.30342259188
id_001057,119264.46366190616
id_001058,73064.35529189568
id_001059,431656.3097894783
id_001060,331600.2693182498
id_001061,189668.52997013365
id_001062,103064.61368667451
id_001063,14393.642722383345
id_001064,188128.85157992126
id_001065,212162.07785153497
id_001066,247245.3793774926
id_001067,261959.16271500697
id_001068,321069.0623514925
id_001069,163758.16949812853
id_001070,180310.2892762635
id_001071,103974.85054183417
id_001072,100887.76329668672
id_001073,97731.80233509903
id_001074,91960.52155437777
id_001075,73831.59134998542
id_001076,97779.23610314625
id_001077,83957.0973032291
id_001078,146289.36315843466
id_001079,249546.13366421792
id_001080,312714.45529033965
